제품명,리뷰어,리뷰어 정보,별점,한달이상사용,재구매여부,리뷰내용,피부타입_건성에 좋아요,피부타입_복합성에 좋아요,피부타입_지성에 좋아요,피부고민_보습에 좋아요,피부고민_주름/미백에 좋아요,피부고민_진정에 좋아요,자극도_보통이에요,자극도_자극없이 순해요,자극도_자극이 느껴져요
[화잘먹크림] 브링그린 티트리시카수딩크림플러스 100mL+100ml 더블기획,,,5,0,0,"1+1혜자 기획 갓성비템
용량도 크고 좋다능 자극없고 끈적임 없고 산뜻 촉촉템 존좋!",0,1,0,1,0,0,0,1,0
[화잘먹크림] 브링그린 티트리시카수딩크림플러스 100mL+100ml 더블기획,한구슬,복합성 쿨톤 다크서클 모공,5,0,0,"40대 골드 올챙이 언니야
이게 우리 신랑 최애템이야
우리 신랑은 뭘 사줘도 좋다. 표현을 안 해
해도 뭐가 자기야 이거 없어~ 자기야 이거 다 써가~
이게 최고 표현이야 그럼 이게 찐이라는 거지
근데 갑자기 어제 쇼핑하는데 전화로 자기 최애템 사오래 너무 깜짝 놀랬어. 그래서 그게 뭐냐고 물어보니까
초록색 크림통 이래 여름 되면 자기 쓰는 거
세상에 이거 완전 찐이야.
단번에 알았지 브링그린이라는 걸.
사실 하나 쟁여둔 거 있는데.
이 정도로 표현하면 하나 또 사야 되지 않겠어 ?
그래서 이 언니 크림 폼클렌징 다 산다
우리 신랑은 지성이야. 악지성 나랑 정반대지
그래서 이게 산뜻하니 좋나봐
나는 보습감이 약하다 생각해서 안 쓰는데 생각해 보니까 작년에 우리 신랑만 썼어
지성 친구들 지성인이 사랑한 크림과 폼클렌징이야
아 맞다 하나 더 있어? 뱀부차 폼클렌징
나 이거 적극 추천할게 지성 친구들 꼭 한 번 써봐",0,1,0,0,0,1,0,1,0
[화잘먹크림] 브링그린 티트리시카수딩크림플러스 100mL+100ml 더블기획,골드올챙이야,약건성 쿨톤 각질 모공,4,1,0,"👉 한달이상사용후기

🙋‍♀️ 피부타입 : 트러블성, 수부지

✅️ 쿨링감 있는 티트리 수딩크림
- 바르면 살짝 시원한 느낌이 들어요
- 열감 낮춰주는데 좋음

✅️ 수분감⭕️ 보습감❌️
- 촉촉하지만 유지력이 살짝 부족해서 건성분들은 건조할 가능성이 있어요.
- 앰플 안바르고 단독으로 바르면 수부지 기준 살짝 건조함을 느꼈늡니다.

✅️ 트러블 피부 사용가능
- 자극성 없고 진정 효과도 있었어요.
- 좀더 정확히는 예방의 느낌이고 발생한 트러블을 가라앉히는데는 조금 부족했습니다.",0,0,1,0,0,1,0,1,0
[화잘먹크림] 브링그린 티트리시카수딩크림플러스 100mL+100ml 더블기획,검은장미,복합성 여름쿨톤 민감성 트러블,5,1,0,"잘쓰는 수딩크림 두개중하나에용
수딩크림 듬뿍올리고 가끔 팩하면 조아용",0,0,1,0,0,1,0,1,0
[화잘먹크림] 브링그린 티트리시카수딩크림플러스 100mL+100ml 더블기획,내가여쿨이라니,지성 여름쿨톤 각질 모공,5,1,0,자극없는 순한 수분크림을 찾고 계신다면 이 제품을 적극추천합니다. 제가 산 건 튜브 타입으로 되어 있는 제품이라 사용하기 청결하고 편했어요. 다 쓰면 또 사려구요. 진정에도 좋습니다.,0,1,0,0,0,1,0,1,0
라로슈포제 NEW 시카플라스트 밤B5+ 40ml,,,5,0,0,"밤 제형이 피부에 부드럽게 발리며 깊은 보습을 제공해 주었습니다.
   •   피부 손상 부위를 빠르게 회복시켜주는 효과를 느꼈습니다.
   •   민감한 피부에도 자극 없이 사용할 수 있어 좋았습니다.
   •   피부가 더욱 건강해지고 탄력 있어진 것을 느꼈습니다.",1,0,0,1,0,0,0,1,0
라로슈포제 NEW 시카플라스트 밤B5+ 40ml,REVIEWERKEMKEM,건성 여름쿨톤 다크서클 모공,5,1,0,"라로슈포제 시카밤은 워낙 유명한 제품이죠. 10년 넘게 사용해온 제품인데요, 지성피부에는 번들거린다 생각들 수 있어서 밤에 주로 사용하고 있고요, 피부과 다녀온 날은 꼭 사용해주는 연고같은 크림입니다. 살짝 백탁이 있어서 톤업보정이 되는 느낌도 있습니다.",1,0,0,0,0,1,0,1,0
라로슈포제 NEW 시카플라스트 밤B5+ 40ml,보비,복합성 웜톤 모공 잡티,5,0,1,"제가 이게 왜 좋냐면요
진짜 뭘 발라도 따갑고 미쳐버리겠었는데
이거 바르고 나아짐",0,1,0,0,0,1,1,0,0
라로슈포제 NEW 시카플라스트 밤B5+ 40ml,수밍배,복합성 겨울쿨톤 각질 모공,5,1,0,아주맘에들어요..순하고선크림도만족.폼도순하고조아요,0,1,0,0,0,1,1,0,0
라로슈포제 NEW 시카플라스트 밤B5+ 40ml,나두할수잇어,복합성 봄웜톤 미백,5,1,0,"저 진짜 극 극 지성이라서 하루종일 유분 뿜뿜이라 라로슈포제 밤 유명해도 절대 써 볼 생각 안했었는데 피부과 시술받고 얼굴 너무 자극 받아서 피부과 쌤 추천으로 샀거든요 근데 진정대박임

🔥지성분들 피부 뒤집어졌을 때 쓰시려면
무조건 소량을 손등에 덜어서 손등에서 펴준 뒤 그걸 얼굴에 얇게 도포하셔야돼요! 과하면 오히려 무거워서 너무 찝찝하고 그래요,,, 얇게 해주면 진짜 대박쓰.. 얼굴 광나고 며칠 썼는데 진정 대박이에요

++ 저는 파티온 앰플처럼 진정 앰플도 써주고 마무리 단계에서 해줬습니다~~ 원래 여드름 피부였는데 왠걸.. 씩 들어갔어요.. 라로슈포제 유명한 이유가 다 있음 ㅠ",1,0,0,0,0,1,0,1,0
[7월 올영픽][고윤정PICK/리필기획] 구달 어성초 히알루론 수딩 크림 75ml 리필 기획 (+75ml 리필),,,5,0,0,"자외선에 지친 피부를 촉촉하게 쿨링 진정이 되는 제품이에요 촉촉 하면서 산뜻 해서 수부지 분들 좋아하실 듯 합니다
흡수력도 좋아요",1,0,0,1,0,0,0,1,0
[7월 올영픽][고윤정PICK/리필기획] 구달 어성초 히알루론 수딩 크림 75ml 리필 기획 (+75ml 리필),손명진,,5,0,0,"좋아요 평소엔 아무리 영양크림을 바르더라도 화장할 땐 이런 수분크림이 필요 하더라구요. 투명하니 유분기 없고 촉촉함이 오래 유지돼요.
통이 두개가 아니라 하나는 파우치에 들어있어서 쓰레기더 덜 나오구 좋으네요!! 시원하게 했다가 발라 얼굴 열 내리기 좋아요.",0,0,1,1,0,0,0,1,0
[7월 올영픽][고윤정PICK/리필기획] 구달 어성초 히알루론 수딩 크림 75ml 리필 기획 (+75ml 리필),뿌에어앙,복합성 봄웜톤 다크서클 모공,5,0,0,"평소 구달 제품은 믿고 구매할 만큼 만족스럽게 사용하고 있어요 ! 비타 미백 제품 부터 탄력 앰플까지 꾸준히 사용 중인데 근래에 날씨가 너무 덥고 피부가 건조해져서 수분 진정으로 사용할 수 있는 제품을 찾다가 구매해봤어요 ~
수분쿨링감으로 진정 효과가 좋은 제품이라고 하여 구매해봤는데 피부에 핏하게 밀착되어 복합성 피부임에도 금방 흡수되네요!👍🏻 가끔 스킨케어가 귀찮은 날에 단독으로 사용해봤을 때도 좋았고, 스킨케어 마무리 단계로 사용해준 날에는 피부가 더 꽉꽉 케어된 느낌이 좋았어요 :)",0,1,0,0,0,1,0,1,0
[7월 올영픽][고윤정PICK/리필기획] 구달 어성초 히알루론 수딩 크림 75ml 리필 기획 (+75ml 리필),HUGH,복합성 웜톤 모공 미백,5,0,0,수분쿨링진정 효과 제대로 보고싶어서 저는 냉장고에 넣어두고 씁니다. 특별한 향도 없고 해서 세안직후에 다른것 없이 바로 이거 발라주거든요. 특히 운동 갔다와서 막 땀흘리고 얼굴 열받아 있을때 씻고 나와서 발라주면 시원하고 너무 좋아요- 리필포함이라 낭낭하게 목까지 발라줍니다. 트러블 없고 무난하게 쓰기 좋아요-,0,1,0,0,0,1,0,1,0
[7월 올영픽][고윤정PICK/리필기획] 구달 어성초 히알루론 수딩 크림 75ml 리필 기획 (+75ml 리필),빵유나,민감성 겨울쿨톤 각질 모공,5,0,0,"요즘 날씨가더워지고 비올때는 습해서
조금 무거운제형 크림을 바르고자면 아침에
기름이 너무많이나오고 크림때문에 오히려 답답한 느낌이더라구여

가벼운 제형 찾다가 구매하게됐어요
수딩젤 느낌인데 바르면 가볍게 발리면서 흡수 잘되서 좋았어요",0,0,1,0,0,1,0,1,0
바비브라운 하이드레이팅 아이 크림,,,4,0,0,"하이드레이팅 아이크림 구메 후기
1) 구매 이유:
- 바비브라운 기초라인 입점과 함께 진행되는 할인으로 평소에 사용 해보고 싶은 아이크림 라인(예전 면세점에서 구매 했던) 중 가장 무난한 수분 아이크림 라인 구매
2) 상품 리뷰:
- 디자인: 클래식 하며 고급스러운 바비브라운의 그 느낌 그대로
- 포뮬라: 고농축 느낌의 약간 되직한 크림(연고 느낌이긴 하지만 제형 자체가 무겁거나 부담 되지 않음)
- 향: 무향인데 굳이 표현하자면 화학 제품 느낌의 인공 향(?)
- 양은 15ml의 샘플 수준의 양 (항상 느끼지만 프리미엄 브랜드의 양 대비 가격은 정말 사악한 수준, 크기 비교를 위해 100원 동전과 같이 촬영했어요^^)
- 발림성등 만족스럽고 즉각적인 효과는 없었지만 제품 자체의 만족도는 높은 편이고 높은 가격만 뺀다만 매우 만족",1,0,0,0,1,0,0,1,0
바비브라운 하이드레이팅 아이 크림,Blackolive,,1,0,0,이거 내용물 나왔어요. 다시 여기서 안 살 거예요. ㅋㅋㅋㅋ,0,1,0,0,0,1,1,0,0
바비브라운 하이드레이팅 아이 크림,ooo3,,4,0,1,"촉촉해요
유분기는 많지 않아서 건성보다는 복합성에 더 좋을것 같아요",0,1,0,1,0,0,0,1,0
바비브라운 하이드레이팅 아이 크림,쿠쿠2,건성 웜톤,4,0,0,"쫀득쫀득하고 좋아요. 전체 얼굴에 발라도 유분기 가득할 것 같아요. 유통기한 2015년 10월, 1년 6개월 정도 남았네요.",0,1,0,0,0,1,1,0,0
바비브라운 하이드레이팅 아이 크림,s19****,,5,0,0,바비브라운은 색조브랜드인데 불구하고 비타민크림과 아이크림은 퀄리티가 조아여 세일할때 구매하는걸 추천합니다,1,0,0,1,0,0,0,1,0
샤이샤이샤이 바나나 컨실 아이크림 15g,,,4,0,0,"촉촉하고 자연스럽게 커버돼서
다크가 완전히 가려지진 않아요
비치는 느낌으로 자연스러운 느낌이에요 완볃히 커버하려면 컨실러 따로필요할 것 같아요

대신 엄청 촉촉해서 갈라지거나 뜨는 현상은 없는 거 같아요
선크림에 자연스러운 연출할 때 발라주면 좋을 듯한 제품이에요",0,1,0,0,0,1,0,1,0
샤이샤이샤이 바나나 컨실 아이크림 15g,서닛,건성 여름쿨톤 다크서클,2,1,0,테스터 써보곤 다크써클 가리기에 좋을거라 생각했는데 막상 제품구매해 사용해보니 지속력이 떨어져요. 게다가 너무 묽은 타입이고 금방 건조해져서 저처럼 눈가가 건조한 분에겐 좀 별로일 듯. 그래서 전 눈가에 바세린 먼저 바른 후 바나나 컨실 아이크림을 발라요.,0,0,1,1,0,0,0,1,0
샤이샤이샤이 바나나 컨실 아이크림 15g,whitebeauty,건성 여름쿨톤 모공 미백,5,1,0,다크서클에 살짝씩 발라보고 있는 중인데요 막 떡지지도 않고 부드럽게 슥슥 발려서 너무 좋네용 가격대가 꽤 있는 편이라 조금씩 아껴쓰고 있답니다^^,0,1,0,0,1,0,0,1,0
샤이샤이샤이 바나나 컨실 아이크림 15g,oni,건성 가을웜톤 각질 모공,3,0,0,원래 사용하던거보다 묽어서 왠지 손이 잘 안 것 같아요 겨울에 사용흘게요,1,0,0,1,0,0,0,1,0
샤이샤이샤이 바나나 컨실 아이크림 15g,체새,복합성 봄웜톤 블랙헤드 주름,4,0,0,"눈 밑에 컨실러를 쓰면 주름끼임이 심해서 구입했어요.
그런데 이 제품도 주름끼임이 없진 않더라구요ㅠㅠ 주름끼임을 줄이려면 아주 소량 써야 하는데 그러면 거의 커버가 되진 않아요ㅠ
다크써클을 확실히 가리면서 주름에 끼일건지 좀 어설프게 가리면서 덜 끼일건지 선택해야하는... 그래도 안 쓴 것보단 나아서 자연스럽게 화장한다 생각하고 써주고 있어요. 주름끼임이 적으니까 지저분해 보이진 않는 것 같아요.
색은 피부톤 밝은 편인데 그리 어둡진 않았어요.",0,0,1,0,1,0,0,1,0
[1&1/10년연속1위] 유세린 하이알루론 3X 아이크림 더블기획 (15ml+15ml),,,4,0,0,엄마가 어디서 이거 좋다는 말 듣고 사달라해서 눈물을 머금고 사줬는데 ahc랑 큰 차이를 모르겠다면 넘 아(이크림)알못일까요...저도 써봤는데 촉촉하긴 해요.. 엄마 그냥 ahc써..,1,0,0,0,1,0,0,1,0
[1&1/10년연속1위] 유세린 하이알루론 3X 아이크림 더블기획 (15ml+15ml),개라개,건성 겨울쿨톤 각질 모공,4,0,0,"유세린 아이크린은 비싸지만 다들 좋다고 해서
세일 때 기획일 때 삽니다
꾸준히 쓰고 있는데 사실 잘 모르겠지만...
안쓰믄 것보단 나은 것 같아서 써요",0,1,0,0,0,1,1,0,0
[1&1/10년연속1위] 유세린 하이알루론 3X 아이크림 더블기획 (15ml+15ml),팡잇,건성 웜톤 각질 모공,5,0,0,"★한달사용리뷰 작성합니다★
안녕하세요
유세린 하이알루론 아이크림 구매햇습니다
봄이 되서그런지 너무 건조하고 눈가에 주름도 많아지는것같아서
아이크림 사봤어요
유세린 아이크림 쫀득쫀득하고 촉촉해서 좋네요
매일매일 바를 예정이에요
추천합니다
★★★한달사용결과★★★
매일매일 바르고 있구요! 눈에 확 띄는 변화는 없지만
눈가가 건조하지 않고 촉촉해서 좋네요! 추천합ㄴ디ㅏ",1,0,0,1,0,0,0,1,0
[1&1/10년연속1위] 유세린 하이알루론 3X 아이크림 더블기획 (15ml+15ml),yeppe9,복합성 웜톤 민감성 잡티,5,1,0,항상 잘쓰고있어요 세일기간에 놓치지않고 쟁여놓는 제품이에요 잘쓰겠습니다..,0,1,0,0,1,0,0,1,0
[1&1/10년연속1위] 유세린 하이알루론 3X 아이크림 더블기획 (15ml+15ml),봄비소리,중성 웜톤 미백 주름,5,1,1,"늘 믿고쓰는 제품입니다..쟁여놓지않으면 불안하구요
세일기간에 쟁입니다...좋은제품이에요 눈가에 자극없이순해요..",0,1,0,0,1,0,0,1,0
[단독기획] 토리든 셀메이징 저분자 콜라겐 탄력 크림 60ml 기획 (+20ml),,,4,0,0,"자극이 없이 순한게 가장 큰 장점이구요
민감성 홍조 피부인데, 따갑거나 자극없이 순해요
그리고 콜라겐 크림임에도 산뜻하고 가벼워서
아침저녁 손이 잘 가고
화장이 밀리지 않아서 좋아요
목주름 부위에 효과를 좀 봤어요
꾸준히 써주고 있어요
두통 비웠는데, 다 써갈 쯔음 짤 때 너무 힘들어요😭
입구가 뾰족하고 치약처럼 짜서 쓰는게, 초반 중반엔 좋은데
막판에 다 써갈 때 쯔음엔 손이 아플 정도로 짜게 됩니다 ㅠ

제 리뷰가 도움이 되셨다면, 밑에 엄지척 눌러주세요🙏🏻",0,0,1,0,1,0,0,1,0
[단독기획] 토리든 셀메이징 저분자 콜라겐 탄력 크림 60ml 기획 (+20ml),펭하,지성 봄웜톤 모공 미백,5,1,0,"모공이랑 주름 둘다 고민됐는데 두 고민을 해결할 수 있는 제품이여서 좋아요
입구가 좁은 튜브형이라 양 조절도 쉬워요
유분기가 많지 않은 산뜻한 크림제형이라 지성이 쓰기에도 부담이 적은 것 같아요
드라마틱한 효과는 잘 모르겠지만 발림성이나 제형은 만족합니다",0,1,0,0,1,0,0,1,0
[단독기획] 토리든 셀메이징 저분자 콜라겐 탄력 크림 60ml 기획 (+20ml),ah31046,지성 쿨톤 모공 트러블,4,1,0,"순하고, 흡수력이 좋아요
저는 눈가 잔주름에 도움이 됐습니다
미세주름들에는 도움이 되는 것 같은데
큰 주름은 안 됩니다
목부분에도 발라주면 좋네요
끈적하지 않고, 산뜻한 마무리감에
효과가 그래도 눈에 보여서 맘에 드는 제품이에요
여름에 저같은 수부지가 쓰기에도 전혀 부담 없습니다
건성분들은 부족하다고 느끼실 것 같아요
재구매 할꺼에요
세일 많이 해주세요!!

제 리뷰가 도움이 되셨다면, 밑에 엄지척 눌러주세요🙏🏻",0,0,1,0,1,0,0,1,0
[단독기획] 토리든 셀메이징 저분자 콜라겐 탄력 크림 60ml 기획 (+20ml),펭하,지성 봄웜톤 모공 미백,5,0,0,처음 사용해 보는 크림인데 순하고 좋네요.그러면서도 쫀쫀함이 느껴져요.,0,1,0,1,0,0,0,1,0
[단독기획] 토리든 셀메이징 저분자 콜라겐 탄력 크림 60ml 기획 (+20ml),민꼬맘,복합성 겨울쿨톤 미백 잡티,5,1,0,자꾸 여드름이 올라오고 모공이 막히는것 같아서 이번에 화장품 싹 갈았는데 토리든으로 바꾸고 나서는 트러블 하나도 안올라오네요♥️,1,0,0,1,0,0,0,1,0
믹순 콩 크림 50ml,,,5,0,0,콩크림이라서 구매했는데 부드럽고 좋아요. 잘 사용하고 있습니다.,0,1,0,1,0,0,0,1,0
믹순 콩 크림 50ml,dbstjfg****,,5,0,0,"작년에 이어 올해도 재구매했어요
늦가을부터 겨울에 쓰기 넘 좋아요

연한 베이지색의 크림제형이고 향은 거의 느껴지지 않았어요
영양감있고 스무스하지만 촉촉함이 오래갑니다
가을겨울크림으로 쓰기 좋을 정도의 보습력이에요
중복합피부인 제 기준으로는 겨울에 마무리크림으로 쓰기 딱 좋았고
소량으로 얇게 발라줘도 촉촉하고 무엇보다
피부에 겉돌지 않아서 좋습니다😍",0,1,0,1,0,0,0,1,0
믹순 콩 크림 50ml,피치해,복합성 여름쿨톤 각질 모공,5,0,0,"🌺한줄 평 : 진짜 보습을 만나게 해 주는 크림

🌹저는 민감성 수부지 트러블 존재하는 피부입니다.

🌷촉촉한 마무리감
유화이 메이크업 아티스트분 영상 보고 콩 크림을 구매하게 됐는데 콩 크림 사용하기 바로 전에 허블룸의 콤부차 크림도 사용했거든요! 근데 좋긴한데 마무리감이 보송? 실키한 느낌이 들어서 그냥 기분 상 마무리감이 촉촉한 크림을 오랜만에 써보고 싶은 마음에 콩 크림을 주문했어요!
그리고 예상대로 마무리감이 촉촉해서 확실히 내 피부 위에 보습이 지금 올라가있다는 걸 알 수 있는 사용감이라 좋았어요! ㅋㅋㅋ 겨울이라 막 바람불 때 건조한 게 너무 싫어서 촉촉한 마무리감을 더 찾게 되는 것도 있는 것 같아요

🌷오래가는 보습
진짜 크림 좋다는 거 많이 구매해봤는데 수부지 피부에 항상 겉에만 번들거리고 속보습이 금방 날아가는 크림들이 대다수라서 내 피부의 문제겠거니하고 살아온 세월이 긴데요ㅜㅜ 콤부차 크림도 그렇고 콩 크림도 그렇고 확실히 아침까지도 보습이 남아있어서 아 이런 게 진짜 보습이구나 하고 깨달음을 얻었어요 ㅋㅋㅋ 지금껏 나는 뭘 해 온 것인가 싶기도 하고 ㅋㅋ 그랬지만 진짜 보습크림을 만난 기분이라 만족스러웠습니다.

그리고 모공막는 성분이 있어서 혼자 고민을 많이 했는데 트러블 유발도 없었고 만족스러웠어요!

🌷화장할 때도 안밀림
간혹 크림 제형 중에 엄청 밀리는 타입들도 있는데 콩 크림은 그렇지 않아서 좋았어요! 실키한 매트 파운데이션 사용할 때 같이 썼는데 진짜 겉은 보송하고 속은 촉촉하고 화장도 안밀리고! 아주 좋았습니다

🌷용기
튜브형을 더 선호하는 편이었지만 또 연고형 튜브처럼 나중에 튀어나오고 이런 건 또 질색이라 그럴 바엔 이런 단지형이 더 났다고 생각하는 편인데요. 유리라서 재활용하기 좋아서 만족했어요!

😭스패츌러
저희 어머니께서 택배 개봉하셔서 스패츌러가 같이 동봉되어있었는지는 알 수 없지만 같이 왔다해도 크림 내부에 함께 담아 보관할 구 없다는 게 무척 아쉬웠어요ㅠ

콤부차크림은 같은 용량이어도 단지형 용기를 좀 높게해서 스패츌러가 안에 쏙 들어가게 만들었거든요ㅠ 그래서 그게 좀 아쉬웠습니다. 얘는 콤부차 크림 스패츌러를 내장하고 싶어도 넣을 자리가 없어서 매우 슬펐답니다ㅜ

🌸추천
나는 가울 겨울에 피부가 건조하다,
제대로된 보습 크림이 필요하다하시는 분들이라면 추천드려요!

🍯꿀팁
다른 겨울철에 토너도 살짝 영양감있는 제품 사용해보는 게 이번이 첫 시도거든요. 그런데 생각보다 훨씬 피부가 편하고 좋더라고요! 그래서 아임프롬 피그에센스같은 제품하고 같이 사용해보시는 걸 추천드립니다!

+ 제 리뷰가 도움이 되셨다면 👍 부탁드릴게요! ◡̈",0,1,0,1,0,0,1,0,0
믹순 콩 크림 50ml,eunclef,지성 쿨톤 민감성 블랙헤드,5,0,0,"📌구매이유

믹순 콩에센스를 구입해서 쓴 이유로 늘 고민이었던,
잔각질에서 해방되고 편안한 겨울을 보내고 있어서
콩크림도 구매해보았습니다!


📌제형

연한 베이지색의 크림이고 향은 거의 느껴지지 않았어요
영양감있고 쫀쫀한 제형이에요
가을겨울 쓰기 좋은 보습력 있는 크림이라 피부에 따라서는 약간 무겁다고 느낄수 있을것같아요


📌콩에센스와 비교

콩에센스는 낫토처럼 점액질 실이 늘어나는 에센스타입이구요
콩크림은 점액실이 생기진 않지만 쫀쫀함이 느껴지는 크림이에요
두 제품 다 콩발효추출물이 들어있는 건 공통이에요

📌사용감

중복합성 피부인 제 기준 스킨케어 마무리크림으로 쓰기 딱 좋았어요
얇게 발라줘도 촉촉하고 무엇보다 쫀득~쫜득하게 피부에 붙는 매력이 있는 제품입니다
메이크업이 절대 밀리지않아요!",1,0,0,1,0,0,0,1,0
믹순 콩 크림 50ml,피치해,복합성 여름쿨톤 각질 모공,5,0,0,"제가 가입되어있는 네이버 까페에서 믹순 콩에센스 광고를 너무 많이 봐서.. 쓰기전엔 솔직히 좀..🤔😒🤨..그랬어요. 너무 광고가 잦으니까 저에겐 역효과가 났죠.
근데 구독하는 유튜버분들께서는 믹순제품이 좋다고들 하시니까, 후기가 많이 올라오니까 한번 써보고싶긴하더라구요.ㅋㅋ

일단 믹순은 다른 스킨케어들과는 다르게 유통기한이 짧더라구요. 개봉 후 6개월.
보통 개봉 후 1년인데 짧아서 얼른 써야겠다싶었어요.

옅은 아이보리빛이예요.

향은 제 스타일이 아니예요. 인위적인냄새가 아니고 향료가 들어있지않아그런지 자연스러운 향이 나요. 그래도 역한 냄새는 아니여서 괜찮아요!

촉촉하게 발리는데 영양감있었고, 영양크림종류여서 사용감이 가볍지는않아요. 하지반 끈적임이 적은편이었어요.
바르면 피부에 윤기가 반지르르 나는데, 저녁에 스킨케어를 하면 아침까지 피부가 빛나고 건조하지가 않더라구요. 너무 예쁜 광이 나요!
써보진않았지만 콩에센스는 점성이 있던데, 이 제품은 그런 끈적임은 없었어요.
영양크림이라 여름에는 쓰기 답답할 것 같기도하네요.(참고로 저는 수부지입니다.)

제가 11월 19일부터 12월5일까지 매일 사용했는데, 뭔가..피부가 좋아진 것 같아요.
스킨 다음에 중간 단계 없이 크림만 발라도 실내에선 건조함 느껴지지않고 보습감,영양감이 충분한 것 같아요.
자극도 느껴지지않고, 매일 아침저녁으로 사용해도 트러블도 나지않았어요! 충분한 양을 사용한 날에도 다음날에 트러블이 나거나하지않더라구요. 사용하는 동안 피부가 편안했어요.

유통기한이 짧은 편인데 다 사용할때까지 변한다거하는 문제없음 좋겠어용ㅜ!! 이렇게 유통기한 짧은 제품은 처음 써보는거라서 변질될까봐 우려스럽네요. 그만큼 불필요한 것을 빼고 만들어서 그렇겠죠?ㅎㅎ

누가 저한테 믹순 콩크림 어떻냐고 물어보면 ""생각보다 보습도 잘되고 괜찮은 제품""이라고 ""한 번 써보라""고 할 것 같아요^^ 써보기전 제 마음과 써본 후 지금 제 마음이 달라졌어요!🤭
믹순 콩크림 굳굳👍

제 솔직한 리뷰가 도움이 되었으면 좋겠고, 도움이 되셨다면 리뷰 추천👍을 꼬옥 눌러주세용😊😊😊

읽어주셔서 감사드립니다.",1,0,0,1,0,0,0,1,0
[스팟진정] 비플레인 시카테롤 스팟 트리트먼트 15ml,,,4,0,0,생각보다 꾸덕하고 유분이 많아서 트러블에 진정하려고 넓은 부위에 쓰기엔 좀 부담스러워요. 진정효과는 뛰어나다고 볼 수 없어요.. 그냥 그저 그렇네요. 꾸준히 더 사용해봐야 알 것 같기도 해요. 효과가 있는건지 없는건지 알 수 없어요..ㅋㅋ,0,1,0,0,0,1,0,1,0
[스팟진정] 비플레인 시카테롤 스팟 트리트먼트 15ml,그린등급인사람,트러블성 가을웜톤 각질 모공,5,0,0,"♥ 악건성 민감 트러블 좁쌀피부

♥피부의 악조건은 다가진 건성피부입니다.
기름도 안나오는데 트러블 좁쌀은 항상
달고살아서 건조함+민감하여 스팟제품을
많이 사는데 그중에서도 5번이상
재구매한 스팟제품 입니다.
항상 세일할때 쟁여두고 있어요.

♥낫츠와 비교
자주쓰는 스팟템들 중에서 비플레인이랑 낫츠가
가장 많이쓰는 스팟템들인데 둘이 사용용도가
조금 다릅니다.
비플레인은 트러블+좁쌀에 효과를 많이 봤구요
낫츠는 붉은기완화에만 효과보는템이라
둘이 병행해서 씁니다.

개인적으로 사용감은 비플레인 압승이에요.
저는 건성이라 낫츠같이 파우더리하고
보송하게 마무리되는 제품은 시간이 조금만지나면
건조해서 가렵습니다. 항상 크림을 덧발라요.

비플레인은 그에비해 훨씬 유분감이 있고
크림같은 발림감이라 건조하지가 않습니다.
지성피부는 크림대신 이것만 발라도 될거같네용.

♥사용법
저는 토너+앰플 후에 스팟제품 바로 발라줍니다.
흡수시켜준뒤에 크림으로 마무리하고 자기전에
스팟제품을 한번 더 두둑히 올려놓고 자요.
특히 비플레인은 팔자에 오돌토돌한 좁쌀에
효과를 봐서 그런지 계속 재구매하게 됩니다.
제형이 넓게 펴바르기 좋아서
등드름 가드름에도 같이 써주고 있어서
금방금방 쓰더라구요. 제일 중요한건
저자극!",1,0,0,0,0,1,0,1,0
[스팟진정] 비플레인 시카테롤 스팟 트리트먼트 15ml,파데프리건성소녀,건성 겨울쿨톤 각질 모공,4,0,1,이걸 쓰면 진정이 된다기보단 압출하기 편하게 만들어주는 느낌이에요ㅠ 딱히 진정에 도움된다고는 못느껴서 아쉬웠어요..,1,0,0,1,0,0,1,0,0
[스팟진정] 비플레인 시카테롤 스팟 트리트먼트 15ml,lllleeyeeeseo,트러블성 봄웜톤 미백 잡티,5,1,0,진정 효과는 미미하지만 따가운 피부에 발라도 아무렇지 않을 정도로 순한 사용감이라 마음에 들어요!! 하나쯤 구비해두면 좋을 스팟템입니다 ㅎ,1,0,0,0,0,1,0,1,0
[스팟진정] 비플레인 시카테롤 스팟 트리트먼트 15ml,펌킨파이,복합성 여름쿨톤 모공 미백,5,1,0,일단 흡수가 빨라서 좋고요 붉은기 완화에는 확실히 느껴져서 좋아요,0,0,1,0,0,1,0,1,0
[단독대용량] 라운드랩 자작나무 수분 크림 120ml 기획 (+수분패드 4매),,,5,0,0,라운드랩 자작나무 수분크림은 스킨케어 마지막 단계에 발라도 밀리거나 기름지지않아서 지성과 복합성에도 잘 맞는 것 같아요. 전 복합성인데 남동생이 지성이라 남동생에게 쓰게 줬더니 잘 맞는다고 하더라구요! 자극도 없고 순한 편이라 정말 추천추천입니당 :),0,1,0,1,0,0,0,1,0
[단독대용량] 라운드랩 자작나무 수분 크림 120ml 기획 (+수분패드 4매),정E,건성 쿨톤 미백 잡티,5,1,0,"자작나무 수분크림 순하고 좋아요.
무난하고 무탈한 크림이에요",1,0,0,1,0,0,0,1,0
[단독대용량] 라운드랩 자작나무 수분 크림 120ml 기획 (+수분패드 4매),닝닝닝이,복합성 여름쿨톤 모공 탄력,5,1,0,"무난하게 잘 써왔던 제품이라 또 구매했답니다.
트러블 안 나고 좋아요",0,1,0,1,0,0,0,1,0
